Pays,Lat,Long,Date,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
Allemagne,50.74599, 9.766473,2020-04-28,159038,6161,117400,3.87,73.82,22.31
Allemagne,50.74599, 9.766473,2020-04-27,158758,6126,114500,3.86,72.12,24.02
Allemagne,50.74599, 9.766473,2020-04-26,157770,5976,112000,3.79,70.99,25.22
Allemagne,50.74599, 9.766473,2020-04-25,156513,5877,109800,3.75,70.15,26.09
Allemagne,50.74599, 9.766473,2020-04-24,154999,5760,109800,3.72,70.84,25.44
Allemagne,50.74599, 9.766473,2020-04-23,153129,5575,103300,3.64,67.46,28.90
Allemagne,50.74599, 9.766473,2020-04-22,150648,5279,99400,3.50,65.98,30.51
Allemagne,50.74599, 9.766473,2020-04-21,148291,5033,95200,3.39,64.20,32.41
Allemagne,50.74599, 9.766473,2020-04-20,147065,4862,91500,3.31,62.22,34.48
Allemagne,50.74599, 9.766473,2020-04-19,145184,4586,88000,3.16,60.61,36.23
Allemagne,50.74599, 9.766473,2020-04-18,143342,4459,85400,3.11,59.58,37.31
Allemagne,50.74599, 9.766473,2020-04-17,141397,4352,83114,3.08,58.78,38.14
Allemagne,50.74599, 9.766473,2020-04-16,137698,4052,77000,2.94,55.92,41.14
Allemagne,50.74599, 9.766473,2020-04-15,134753,3804,72600,2.82,53.88,43.30
Allemagne,50.74599, 9.766473,2020-04-14,131359,3294,68200,2.51,51.92,45.57
Allemagne,50.74599, 9.766473,2020-04-13,130072,3194,64300,2.46,49.43,48.11
Allemagne,50.74599, 9.766473,2020-04-12,127854,3022,60300,2.36,47.16,50.47
Allemagne,50.74599, 9.766473,2020-04-11,124908,2736,57400,2.19,45.95,51.86
Allemagne,50.74599, 9.766473,2020-04-10,122171,2767,53913,2.26,44.13,53.61
Allemagne,50.74599, 9.766473,2020-04-09,118181,2607,52407,2.21,44.34,53.45
Allemagne,50.74599, 9.766473,2020-04-08,113296,2349,46300,2.07,40.87,57.06
Allemagne,50.74599, 9.766473,2020-04-07,107663,2016,36081,1.87,33.51,64.61
Allemagne,50.74599, 9.766473,2020-04-06,103374,1810,28700,1.75,27.76,70.49
Allemagne,50.74599, 9.766473,2020-04-05,100123,1584,28700,1.58,28.66,69.75
Allemagne,50.74599, 9.766473,2020-04-04,96092,1444,26400,1.50,27.47,71.02
Allemagne,50.74599, 9.766473,2020-04-03,91159,1275,24575,1.40,26.96,71.64
Allemagne,50.74599, 9.766473,2020-04-02,84794,1107,22440,1.31,26.46,72.23
Allemagne,50.74599, 9.766473,2020-04-01,77872,920,18700,1.18,24.01,74.80
Allemagne,50.74599, 9.766473,2020-03-31,71808,775,16100,1.08,22.42,76.50
Allemagne,50.74599, 9.766473,2020-03-30,66885,645,13500,0.96,20.18,78.85
Allemagne,50.74599, 9.766473,2020-03-29,62095,533,9211,0.86,14.83,84.31
Allemagne,50.74599, 9.766473,2020-03-28,57695,433,8481,0.75,14.70,84.55
Allemagne,50.74599, 9.766473,2020-03-27,50871,342,6658,0.67,13.09,86.24
Allemagne,50.74599, 9.766473,2020-03-26,43938,267,5673,0.61,12.91,86.48
Allemagne,50.74599, 9.766473,2020-03-25,37323,206,3547,0.55,9.50,89.94
Allemagne,50.74599, 9.766473,2020-03-24,32986,157,3243,0.48,9.83,89.69
Allemagne,50.74599, 9.766473,2020-03-23,29056,123,453,0.42,1.56,98.02
Allemagne,50.74599, 9.766473,2020-03-22,24873,94,266,0.38,1.07,98.55
Allemagne,50.74599, 9.766473,2020-03-21,22213,84,233,0.38,1.05,98.57
Allemagne,50.74599, 9.766473,2020-03-20,19848,67,180,0.34,0.91,98.76
Allemagne,50.74599, 9.766473,2020-03-19,15320,44,113,0.29,0.74,98.98
Allemagne,50.74599, 9.766473,2020-03-18,12327,28,105,0.23,0.85,98.92
Allemagne,50.74599, 9.766473,2020-03-17,9257,24,67,0.26,0.72,99.02
Allemagne,50.74599, 9.766473,2020-03-16,7272,17,67,0.23,0.92,98.84
Allemagne,50.74599, 9.766473,2020-03-15,5795,11,46,0.19,0.79,99.02
Allemagne,50.74599, 9.766473,2020-03-14,4585,9,46,0.20,1.00,98.80
Allemagne,50.74599, 9.766473,2020-03-13,3675,7,46,0.19,1.25,98.56
Allemagne,50.74599, 9.766473,2020-03-12,2745,6,25,0.22,0.91,98.87
Allemagne,50.74599, 9.766473,2020-03-11,1908,3,25,0.16,1.31,98.53
Allemagne,50.74599, 9.766473,2020-03-10,1457,2,18,0.14,1.24,98.63
Allemagne,50.74599, 9.766473,2020-03-09,1176,2,18,0.17,1.53,98.30
Allemagne,50.74599, 9.766473,2020-03-08,1040,0,18,0.00,1.73,98.27
Allemagne,50.74599, 9.766473,2020-03-07,799,0,18,0.00,2.25,97.75
Allemagne,50.74599, 9.766473,2020-03-06,670,0,17,0.00,2.54,97.46
Allemagne,50.74599, 9.766473,2020-03-05,482,0,16,0.00,3.32,96.68
Allemagne,50.74599, 9.766473,2020-03-04,262,0,16,0.00,6.11,93.89
Allemagne,50.74599, 9.766473,2020-03-03,196,0,16,0.00,8.16,91.84
Allemagne,50.74599, 9.766473,2020-03-02,159,0,16,0.00,10.06,89.94
Allemagne,50.74599, 9.766473,2020-03-01,130,0,16,0.00,12.31,87.69
Allemagne,50.74599, 9.766473,2020-02-29,79,0,16,0.00,20.25,79.75
Allemagne,50.74599, 9.766473,2020-02-28,48,0,16,0.00,33.33,66.67
Allemagne,50.74599, 9.766473,2020-02-27,46,0,16,0.00,34.78,65.22
Allemagne,50.74599, 9.766473,2020-02-26,27,0,15,0.00,55.56,44.44
Allemagne,50.74599, 9.766473,2020-02-25,17,0,14,0.00,82.35,17.65
Allemagne,50.74599, 9.766473,2020-02-24,16,0,14,0.00,87.50,12.50
Allemagne,50.74599, 9.766473,2020-02-23,16,0,14,0.00,87.50,12.50
Allemagne,50.74599, 9.766473,2020-02-22,16,0,14,0.00,87.50,12.50
Allemagne,50.74599, 9.766473,2020-02-21,16,0,14,0.00,87.50,12.50
Allemagne,50.74599, 9.766473,2020-02-20,16,0,12,0.00,75.00,25.00
Allemagne,50.74599, 9.766473,2020-02-19,16,0,12,0.00,75.00,25.00
Allemagne,50.74599, 9.766473,2020-02-18,16,0,12,0.00,75.00,25.00
Allemagne,50.74599, 9.766473,2020-02-17,16,0,1,0.00,6.25,93.75
Allemagne,50.74599, 9.766473,2020-02-16,16,0,1,0.00,6.25,93.75
Allemagne,50.74599, 9.766473,2020-02-15,16,0,1,0.00,6.25,93.75
Allemagne,50.74599, 9.766473,2020-02-14,16,0,1,0.00,6.25,93.75
Allemagne,50.74599, 9.766473,2020-02-13,16,0,1,0.00,6.25,93.75
Allemagne,50.74599, 9.766473,2020-02-12,16,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-11,16,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-10,14,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-09,14,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-08,13,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-07,13,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-06,12,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-05,12,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-04,12,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-03,12,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-02,10,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-02-01,8,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-01-31,5,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-01-30,4,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-01-29,4,0,0,0.00,0.00,100.00
Allemagne,50.74599, 9.766473,2020-01-28,4,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-04-28,15357,569,12580,3.71,81.92,14.38
Autriche,47.200033,13.199959,2020-04-27,15274,549,12362,3.59,80.93,15.47
Autriche,47.200033,13.199959,2020-04-26,15225,542,12282,3.56,80.67,15.77
Autriche,47.200033,13.199959,2020-04-25,15148,536,12103,3.54,79.90,16.56
Autriche,47.200033,13.199959,2020-04-24,15071,530,11872,3.52,78.77,17.71
Autriche,47.200033,13.199959,2020-04-23,15002,522,11694,3.48,77.95,18.57
Autriche,47.200033,13.199959,2020-04-22,14925,510,11328,3.42,75.90,20.68
Autriche,47.200033,13.199959,2020-04-21,14873,491,10971,3.30,73.76,22.93
Autriche,47.200033,13.199959,2020-04-20,14795,470,10631,3.18,71.86,24.97
Autriche,47.200033,13.199959,2020-04-19,14749,452,10501,3.06,71.20,25.74
Autriche,47.200033,13.199959,2020-04-18,14671,443,10214,3.02,69.62,27.36
Autriche,47.200033,13.199959,2020-04-17,14595,431,9704,2.95,66.49,30.56
Autriche,47.200033,13.199959,2020-04-16,14476,410,8986,2.83,62.08,35.09
Autriche,47.200033,13.199959,2020-04-15,14336,393,8098,2.74,56.49,40.77
Autriche,47.200033,13.199959,2020-04-14,14226,384,7633,2.70,53.66,43.65
Autriche,47.200033,13.199959,2020-04-13,14041,368,7343,2.62,52.30,45.08
Autriche,47.200033,13.199959,2020-04-12,13945,350,6987,2.51,50.10,47.39
Autriche,47.200033,13.199959,2020-04-11,13806,337,6604,2.44,47.83,49.72
Autriche,47.200033,13.199959,2020-04-10,13555,319,6064,2.35,44.74,52.91
Autriche,47.200033,13.199959,2020-04-09,13244,295,5240,2.23,39.57,58.21
Autriche,47.200033,13.199959,2020-04-08,12942,273,4512,2.11,34.86,63.03
Autriche,47.200033,13.199959,2020-04-07,12639,243,4046,1.92,32.01,66.07
Autriche,47.200033,13.199959,2020-04-06,12297,220,3463,1.79,28.16,70.05
Autriche,47.200033,13.199959,2020-04-05,12051,204,2998,1.69,24.88,73.43
Autriche,47.200033,13.199959,2020-04-04,11781,186,2507,1.58,21.28,77.14
Autriche,47.200033,13.199959,2020-04-03,11524,168,2022,1.46,17.55,81.00
Autriche,47.200033,13.199959,2020-04-02,11129,158,1749,1.42,15.72,82.86
Autriche,47.200033,13.199959,2020-04-01,10711,146,1436,1.36,13.41,85.23
Autriche,47.200033,13.199959,2020-03-31,10180,128,1095,1.26,10.76,87.99
Autriche,47.200033,13.199959,2020-03-30,9618,108,636,1.12,6.61,92.26
Autriche,47.200033,13.199959,2020-03-29,8788,86,479,0.98,5.45,93.57
Autriche,47.200033,13.199959,2020-03-28,8271,68,225,0.82,2.72,96.46
Autriche,47.200033,13.199959,2020-03-27,7657,58,225,0.76,2.94,96.30
Autriche,47.200033,13.199959,2020-03-26,6909,49,112,0.71,1.62,97.67
Autriche,47.200033,13.199959,2020-03-25,5588,30,9,0.54,0.16,99.30
Autriche,47.200033,13.199959,2020-03-24,5283,28,9,0.53,0.17,99.30
Autriche,47.200033,13.199959,2020-03-23,4474,21,9,0.47,0.20,99.33
Autriche,47.200033,13.199959,2020-03-22,3580,16,9,0.45,0.25,99.30
Autriche,47.200033,13.199959,2020-03-21,2814,8,9,0.28,0.32,99.40
Autriche,47.200033,13.199959,2020-03-20,2388,6,9,0.25,0.38,99.37
Autriche,47.200033,13.199959,2020-03-19,2013,6,9,0.30,0.45,99.25
Autriche,47.200033,13.199959,2020-03-18,1646,4,9,0.24,0.55,99.21
Autriche,47.200033,13.199959,2020-03-17,1332,3,1,0.23,0.08,99.70
Autriche,47.200033,13.199959,2020-03-16,1018,3,6,0.29,0.59,99.12
Autriche,47.200033,13.199959,2020-03-15,860,1,6,0.12,0.70,99.19
Autriche,47.200033,13.199959,2020-03-14,655,1,6,0.15,0.92,98.93
Autriche,47.200033,13.199959,2020-03-13,504,1,6,0.20,1.19,98.61
Autriche,47.200033,13.199959,2020-03-12,302,1,4,0.33,1.32,98.34
Autriche,47.200033,13.199959,2020-03-11,246,0,4,0.00,1.63,98.37
Autriche,47.200033,13.199959,2020-03-10,182,0,4,0.00,2.20,97.80
Autriche,47.200033,13.199959,2020-03-09,131,0,2,0.00,1.53,98.47
Autriche,47.200033,13.199959,2020-03-08,104,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-07,79,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-06,55,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-05,41,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-04,29,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-03,21,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-02,18,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-03-01,14,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-02-29,9,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-02-28,3,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-02-27,3,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-02-26,2,0,0,0.00,0.00,100.00
Autriche,47.200033,13.199959,2020-02-25,2,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-04-28,47334,7331,10943,15.49,23.12,61.39
Belgique,50.728141,4.511679,2020-04-27,46687,7207,10878,15.44,23.30,61.26
Belgique,50.728141,4.511679,2020-04-26,46134,7094,10785,15.38,23.38,61.25
Belgique,50.728141,4.511679,2020-04-25,45325,6917,10417,15.26,22.98,61.76
Belgique,50.728141,4.511679,2020-04-24,44293,6679,10122,15.08,22.85,62.07
Belgique,50.728141,4.511679,2020-04-23,42797,6490,9800,15.16,22.90,61.94
Belgique,50.728141,4.511679,2020-04-22,41889,6262,9433,14.95,22.52,62.53
Belgique,50.728141,4.511679,2020-04-21,40956,5998,9002,14.64,21.98,63.38
Belgique,50.728141,4.511679,2020-04-20,39983,5828,8895,14.58,22.25,63.18
Belgique,50.728141,4.511679,2020-04-19,38496,5683,8757,14.76,22.75,62.49
Belgique,50.728141,4.511679,2020-04-18,37183,5453,8348,14.67,22.45,62.88
Belgique,50.728141,4.511679,2020-04-17,36138,5163,7961,14.29,22.03,63.68
Belgique,50.728141,4.511679,2020-04-16,34809,4857,7562,13.95,21.72,64.32
Belgique,50.728141,4.511679,2020-04-15,33573,4440,7107,13.22,21.17,65.61
Belgique,50.728141,4.511679,2020-04-14,31119,4157,6868,13.36,22.07,64.57
Belgique,50.728141,4.511679,2020-04-13,30589,3903,6707,12.76,21.93,65.31
Belgique,50.728141,4.511679,2020-04-12,29647,3600,6463,12.14,21.80,66.06
Belgique,50.728141,4.511679,2020-04-11,28018,3346,5986,11.94,21.36,66.69
Belgique,50.728141,4.511679,2020-04-10,26667,3019,5568,11.32,20.88,67.80
Belgique,50.728141,4.511679,2020-04-09,24983,2523,5164,10.10,20.67,69.23
Belgique,50.728141,4.511679,2020-04-08,23403,2240,4681,9.57,20.00,70.43
Belgique,50.728141,4.511679,2020-04-07,22194,2035,4157,9.17,18.73,72.10
Belgique,50.728141,4.511679,2020-04-06,20814,1632,3986,7.84,19.15,73.01
Belgique,50.728141,4.511679,2020-04-05,19691,1447,3751,7.35,19.05,73.60
Belgique,50.728141,4.511679,2020-04-04,18431,1283,3247,6.96,17.62,75.42
Belgique,50.728141,4.511679,2020-04-03,16770,1143,2872,6.82,17.13,76.06
Belgique,50.728141,4.511679,2020-04-02,15348,1011,2495,6.59,16.26,77.16
Belgique,50.728141,4.511679,2020-04-01,13964,828,2132,5.93,15.27,78.80
Belgique,50.728141,4.511679,2020-03-31,12775,705,1696,5.52,13.28,81.21
Belgique,50.728141,4.511679,2020-03-30,11899,513,1527,4.31,12.83,82.86
Belgique,50.728141,4.511679,2020-03-29,10836,431,1359,3.98,12.54,83.48
Belgique,50.728141,4.511679,2020-03-28,9134,353,1063,3.86,11.64,84.50
Belgique,50.728141,4.511679,2020-03-27,7284,289,858,3.97,11.78,84.25
Belgique,50.728141,4.511679,2020-03-26,6235,220,675,3.53,10.83,85.65
Belgique,50.728141,4.511679,2020-03-25,4937,178,547,3.61,11.08,85.31
Belgique,50.728141,4.511679,2020-03-24,4269,122,461,2.86,10.80,86.34
Belgique,50.728141,4.511679,2020-03-23,3743,88,401,2.35,10.71,86.94
Belgique,50.728141,4.511679,2020-03-22,3401,75,263,2.21,7.73,90.06
Belgique,50.728141,4.511679,2020-03-21,2815,67,263,2.38,9.34,88.28
Belgique,50.728141,4.511679,2020-03-20,2257,37,1,1.64,0.04,98.32
Belgique,50.728141,4.511679,2020-03-19,1795,21,31,1.17,1.73,97.10
Belgique,50.728141,4.511679,2020-03-18,1486,14,31,0.94,2.09,96.97
Belgique,50.728141,4.511679,2020-03-17,1243,10,1,0.80,0.08,99.12
Belgique,50.728141,4.511679,2020-03-16,1058,5,1,0.47,0.09,99.43
Belgique,50.728141,4.511679,2020-03-15,886,4,1,0.45,0.11,99.44
Belgique,50.728141,4.511679,2020-03-14,689,4,1,0.58,0.15,99.27
Belgique,50.728141,4.511679,2020-03-13,559,3,1,0.54,0.18,99.28
Belgique,50.728141,4.511679,2020-03-12,399,3,1,0.75,0.25,99.00
Belgique,50.728141,4.511679,2020-03-11,314,3,1,0.96,0.32,98.73
Belgique,50.728141,4.511679,2020-03-10,267,0,1,0.00,0.37,99.63
Belgique,50.728141,4.511679,2020-03-09,239,0,1,0.00,0.42,99.58
Belgique,50.728141,4.511679,2020-03-08,200,0,1,0.00,0.50,99.50
Belgique,50.728141,4.511679,2020-03-07,169,0,1,0.00,0.59,99.41
Belgique,50.728141,4.511679,2020-03-06,109,0,1,0.00,0.92,99.08
Belgique,50.728141,4.511679,2020-03-05,50,0,1,0.00,2.00,98.00
Belgique,50.728141,4.511679,2020-03-04,23,0,1,0.00,4.35,95.65
Belgique,50.728141,4.511679,2020-03-03,13,0,1,0.00,7.69,92.31
Belgique,50.728141,4.511679,2020-03-02,8,0,1,0.00,12.50,87.50
Belgique,50.728141,4.511679,2020-03-01,2,0,1,0.00,50.00,50.00
Belgique,50.728141,4.511679,2020-02-29,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-28,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-27,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-26,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-25,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-24,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-23,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-22,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-21,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-20,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-19,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-18,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-17,1,0,1,0.00,100.00,0.00
Belgique,50.728141,4.511679,2020-02-16,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-15,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-14,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-13,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-12,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-11,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-10,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-09,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-08,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-07,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-06,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-05,1,0,0,0.00,0.00,100.00
Belgique,50.728141,4.511679,2020-02-04,1,0,0,0.00,0.00,100.00
Bulgarie,42.583782,25.357713,2020-04-28,1399,58,222,4.15,15.87,79.99
Bulgarie,42.583782,25.357713,2020-04-27,1363,58,206,4.26,15.11,80.63
Bulgarie,42.583782,25.357713,2020-04-26,1300,56,205,4.31,15.77,79.92
Bulgarie,42.583782,25.357713,2020-04-25,1247,55,197,4.41,15.80,79.79
Bulgarie,42.583782,25.357713,2020-04-24,1234,54,197,4.38,15.96,79.66
Bulgarie,42.583782,25.357713,2020-04-23,1097,52,190,4.74,17.32,77.94
Bulgarie,42.583782,25.357713,2020-04-22,1024,49,174,4.79,16.99,78.22
Bulgarie,42.583782,25.357713,2020-04-21,975,45,170,4.62,17.44,77.95
Bulgarie,42.583782,25.357713,2020-04-20,929,43,167,4.63,17.98,77.40
Bulgarie,42.583782,25.357713,2020-04-19,894,42,161,4.70,18.01,77.29
Bulgarie,42.583782,25.357713,2020-04-18,878,41,153,4.67,17.43,77.90
Bulgarie,42.583782,25.357713,2020-04-17,846,41,141,4.85,16.67,78.49
Bulgarie,42.583782,25.357713,2020-04-16,800,38,122,4.75,15.25,80.00
Bulgarie,42.583782,25.357713,2020-04-15,747,36,105,4.82,14.06,81.12
Bulgarie,42.583782,25.357713,2020-04-14,713,35,81,4.91,11.36,83.73
Bulgarie,42.583782,25.357713,2020-04-13,685,32,71,4.67,10.36,84.96
Bulgarie,42.583782,25.357713,2020-04-12,675,29,68,4.30,10.07,85.63
Bulgarie,42.583782,25.357713,2020-04-11,661,28,62,4.24,9.38,86.38
Bulgarie,42.583782,25.357713,2020-04-10,635,25,54,3.94,8.50,87.56
Bulgarie,42.583782,25.357713,2020-04-09,618,24,48,3.88,7.77,88.35
Bulgarie,42.583782,25.357713,2020-04-08,593,24,42,4.05,7.08,88.87
Bulgarie,42.583782,25.357713,2020-04-07,577,23,42,3.99,7.28,88.73
Bulgarie,42.583782,25.357713,2020-04-06,549,22,39,4.01,7.10,88.89
Bulgarie,42.583782,25.357713,2020-04-05,531,20,37,3.77,6.97,89.27
Bulgarie,42.583782,25.357713,2020-04-04,503,17,34,3.38,6.76,89.86
Bulgarie,42.583782,25.357713,2020-04-03,485,14,30,2.89,6.19,90.93
Bulgarie,42.583782,25.357713,2020-04-02,457,10,25,2.19,5.47,92.34
Bulgarie,42.583782,25.357713,2020-04-01,422,10,20,2.37,4.74,92.89
Bulgarie,42.583782,25.357713,2020-03-31,399,8,17,2.01,4.26,93.73
Bulgarie,42.583782,25.357713,2020-03-30,359,8,17,2.23,4.74,93.04
Bulgarie,42.583782,25.357713,2020-03-29,346,8,14,2.31,4.05,93.64
Bulgarie,42.583782,25.357713,2020-03-28,331,7,11,2.11,3.32,94.56
Bulgarie,42.583782,25.357713,2020-03-27,293,3,9,1.02,3.07,95.90
Bulgarie,42.583782,25.357713,2020-03-26,264,3,8,1.14,3.03,95.83
Bulgarie,42.583782,25.357713,2020-03-25,242,3,4,1.24,1.65,97.11
Bulgarie,42.583782,25.357713,2020-03-24,218,3,3,1.38,1.38,97.25
Bulgarie,42.583782,25.357713,2020-03-23,201,3,3,1.49,1.49,97.01
Bulgarie,42.583782,25.357713,2020-03-22,187,3,3,1.60,1.60,96.79
Bulgarie,42.583782,25.357713,2020-03-21,163,3,3,1.84,1.84,96.32
Bulgarie,42.583782,25.357713,2020-03-20,127,3,0,2.36,0.00,97.64
Bulgarie,42.583782,25.357713,2020-03-19,94,3,0,3.19,0.00,96.81
Bulgarie,42.583782,25.357713,2020-03-18,92,2,0,2.17,0.00,97.83
Bulgarie,42.583782,25.357713,2020-03-17,67,2,0,2.99,0.00,97.01
Bulgarie,42.583782,25.357713,2020-03-16,52,2,0,3.85,0.00,96.15
Bulgarie,42.583782,25.357713,2020-03-15,51,2,0,3.92,0.00,96.08
Bulgarie,42.583782,25.357713,2020-03-14,41,2,0,4.88,0.00,95.12
Bulgarie,42.583782,25.357713,2020-03-13,23,1,0,4.35,0.00,95.65
Bulgarie,42.583782,25.357713,2020-03-12,7,1,0,14.29,0.00,85.71
Bulgarie,42.583782,25.357713,2020-03-11,7,1,0,14.29,0.00,85.71
Bulgarie,42.583782,25.357713,2020-03-10,4,0,0,0.00,0.00,100.00
Bulgarie,42.583782,25.357713,2020-03-09,4,0,0,0.00,0.00,100.00
Bulgarie,42.583782,25.357713,2020-03-08,4,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-04-28,837,15,148,1.79,17.68,80.53
Chypre,34.982301,33.145128,2020-04-27,822,15,148,1.82,18.00,80.17
Chypre,34.982301,33.145128,2020-04-26,817,14,148,1.71,18.12,80.17
Chypre,34.982301,33.145128,2020-04-25,810,14,148,1.73,18.27,80.00
Chypre,34.982301,33.145128,2020-04-24,804,14,98,1.74,12.19,86.07
Chypre,34.982301,33.145128,2020-04-23,795,13,98,1.64,12.33,86.04
Chypre,34.982301,33.145128,2020-04-22,790,13,98,1.65,12.41,85.95
Chypre,34.982301,33.145128,2020-04-21,784,12,98,1.53,12.50,85.97
Chypre,34.982301,33.145128,2020-04-20,772,12,81,1.55,10.49,87.95
Chypre,34.982301,33.145128,2020-04-19,767,12,81,1.56,10.56,87.87
Chypre,34.982301,33.145128,2020-04-18,761,12,79,1.58,10.38,88.04
Chypre,34.982301,33.145128,2020-04-17,750,12,77,1.60,10.27,88.13
Chypre,34.982301,33.145128,2020-04-16,735,12,77,1.63,10.48,87.89
Chypre,34.982301,33.145128,2020-04-15,715,12,65,1.68,9.09,89.23
Chypre,34.982301,33.145128,2020-04-14,695,12,65,1.73,9.35,88.92
Chypre,34.982301,33.145128,2020-04-13,662,12,65,1.81,9.82,88.37
Chypre,34.982301,33.145128,2020-04-12,633,11,65,1.74,10.27,87.99
Chypre,34.982301,33.145128,2020-04-11,616,10,61,1.62,9.90,88.47
Chypre,34.982301,33.145128,2020-04-10,595,10,58,1.68,9.75,88.57
Chypre,34.982301,33.145128,2020-04-09,564,10,53,1.77,9.40,88.83
Chypre,34.982301,33.145128,2020-04-08,526,9,52,1.71,9.89,88.40
Chypre,34.982301,33.145128,2020-04-07,494,9,47,1.82,9.51,88.66
Chypre,34.982301,33.145128,2020-04-06,465,9,45,1.94,9.68,88.39
Chypre,34.982301,33.145128,2020-04-05,446,9,37,2.02,8.30,89.69
Chypre,34.982301,33.145128,2020-04-04,426,11,33,2.58,7.75,89.67
Chypre,34.982301,33.145128,2020-04-03,396,11,28,2.78,7.07,90.15
Chypre,34.982301,33.145128,2020-04-02,356,10,28,2.81,7.87,89.33
Chypre,34.982301,33.145128,2020-04-01,320,9,28,2.81,8.75,88.44
Chypre,34.982301,33.145128,2020-03-31,262,8,23,3.05,8.78,88.17
Chypre,34.982301,33.145128,2020-03-30,230,7,22,3.04,9.57,87.39
Chypre,34.982301,33.145128,2020-03-29,214,5,15,2.34,7.01,90.65
Chypre,34.982301,33.145128,2020-03-28,179,5,15,2.79,8.38,88.83
Chypre,34.982301,33.145128,2020-03-27,162,5,15,3.09,9.26,87.65
Chypre,34.982301,33.145128,2020-03-26,146,3,4,2.05,2.74,95.21
Chypre,34.982301,33.145128,2020-03-25,132,3,3,2.27,2.27,95.45
Chypre,34.982301,33.145128,2020-03-24,124,3,3,2.42,2.42,95.16
Chypre,34.982301,33.145128,2020-03-23,116,1,3,0.86,2.59,96.55
Chypre,34.982301,33.145128,2020-03-22,95,1,3,1.05,3.16,95.79
Chypre,34.982301,33.145128,2020-03-21,84,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-20,67,0,0,0.00,0.00,100.00
Chypre,34.982301,33.145128,2020-03-19,67,0,0,0.00,0.00,100.00
